content,category
BBC Sport's chief football writer Phil McNulty looks at how Chelsea have reached a third successive FA Cup final.,real_news
"Virgil Van Dijk says it would be a ""dream"" for Liverpool to win a historic and ""almost impossible"" quadruple.",real_news
Match of the Day 2 pundits Stephen Warnock and Leon Osman praise Newcastle's matchwinner Bruno Guimaraes after their 2-1 win over Leicester.,real_news
Who could threaten their club's goalscoring record? Which veteran should retire at the top this summer? Find out in Garth Crooks' latest Team of the Week.,real_news
World number one Ronnie O'Sullivan showcases his mettle by coming from behind to beat David Gilbert 10-5 at the World Championship in Sheffield.,real_news
West Ham come from behind to dent managerless Burnley's hopes of avoiding relegation from the Premier League in a match tainted by Ashley Westwood's injury.,real_news
"Most Tory MPs rallied behind Boris Johnson, but one senior backbencher called on the leader to quit.",real_news
Leaders agree to send artillery and other weapons as Russia launches a fresh offensive in eastern Ukraine.,real_news
"The Duke of Sussex says he wants his grandmother to have ""the right people around her"".",real_news
The BBC followed overworked delivery riders as they raced against time to take food to customers.,real_news
The government has also announced people will be able to opt out of subscriptions more easily.,real_news
"Mobile phone use while driving will remain illegal, as changes to the Highway Code are announced.",real_news
The actor describes his childhood of physical abuse as he takes the stand in a Virginia court.,real_news
Manchester United and Liverpool supporters unite in a fan-led minute of applause at Anfield in support of Cristiano Ronaldo and his family following the death of his baby boy.,real_news
"The firm lost 200,000 members in the first three months of the year.",real_news
Acute hepatitis - or liver inflammation - among children was first reported in the UK last week.,real_news
"The discovery may lead to ways to spot and even prevent dangerous tumours, experts hope.",real_news
A 19-year-old from South Lanarkshire has a little known condition which constantly affects her vision.,real_news
Russian troops have launched a new offensive in the Donbas region in east Ukraine.,real_news
Credible footage of sinking Russian warship surfaces as Ukraine says Russia has started its assault to seize Donbas in the east.,real_news
Vitaly Shevchenko's family fled Ukraine with the help of two BBC audience members.,real_news
"As fighting rages across Ukraine, Russia's invasion has shattered the lives of millions of children.",real_news
Sviatohirsk was a tourist trail staple but is now just another place in the Donbas where people flee war.,real_news
Many papers lead with Boris Johnson's apology to MPs over being fined for breaking lockdown rules.,real_news
"If you're reading this, your face is probably on one of the more than 20bn images in this database.",real_news
Coco shares her experience of living with albinism in Nigeria.,real_news
"Gaby Hersham, CEO of co-working space network Huckletree, shares her business advice.",real_news
Australia has hundreds of Indigenous groups - and Wayne Quilliam is hoping to photograph them all.,real_news
"Denzil Connick, from south Wales, was treated by Nicci Pugh in 1982 - now, 40 years on, they meet again.",real_news
"A former nurse says she witnessed ""callous behaviour"" towards unmarried mothers forced to give up their babies.",real_news
The Chumak family thought they would never be all together again after Peter got stuck in Ukraine.,real_news
Ben Ogden has spent months standing with a sign telling people it's ok to talk.,real_news
Former warrant officer John Sheldon from Yeovilton helped bring burned and injured crew to safety.,real_news
"Emmanuel Macron was dismissed as an outsider five years ago. Now, he faces a new challenge: his own record.",real_news
The police inquiry is separate to the investigation carried out by civil servant Sue Gray.,real_news
"The new government has proposed getting rid of the country's age systems, but experts are divided.",real_news
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,real_news
Bafta-winning director Brian Hill on tackling bullying in his industry with new film Toxic.,real_news
Alternatives to gas and oil heating are becoming more popular but are still expensive.,real_news
Councils are contacting parents and carers with offers of primary-school places in England and Wales.,real_news
Pharmaceutical entrepreneur Sir Roger Jones says his industry needed more of them.,real_news
Two young women with ulcerative colitis share photos of their stoma bags to normalise the condition.,real_news
India's PM is an alpha male who leads a patriarchal party - so what's the appeal?,real_news
"French voters have a big choice to make on public services, immigration and foreign policy.",real_news
"Manchester United interim manager Ralf Rangnick says the 4-0 Premier League defeat by Liverpool at Anfield was ""humiliating"".",real_news
Fulham crush Preston to seal their Premier League return as Aleksandar Mitrovic's double takes his season's tally to 40 goals,real_news
Tournament favourite Neil Robertson looks in ominous form as he beats debutant Ashley Hugill 10-5 in the first round of the World Championship.,real_news
"Tyson Fury has insisted he has ""absolutely zero"" involvement with Daniel Kinahan, either in a business or advisory role.",real_news
Liverpool move top of the Premier League as they outclass Manchester United and dent the visitors' hopes of a top-four finish.,real_news
"Cost of living, health service, education and climate - compare where the parties stand on key issues.",real_news
"Voters are choosing councillors in England, Scotland and Wales, and a government in Northern Ireland.",real_news
Labour wants MPs to investigate if the PM misled them - but ministers say a decision should wait.,real_news
Emmanuel Macron and Marine Le Pen take part in an animated contest four days before the election.,real_news
Britain's longest-lived monarch has travelled to the Sandringham estate in Norfolk for her birthday.,real_news
Spanish researchers say it's the shortest-known gap between two coronavirus infections.,real_news
"Police say the incident is a ""complex inquiry"" and ""appears to be a targeted attack"".",real_news
Businessman Oleg Tinkov is one of the most high profile Russians to publicly condemn the war.,real_news
"Scott Morrison has been criticised for saying he is ""blessed"" not to have children with disabilities.",real_news
Elon Musk's Tesla has raised prices for its electric cars as it faces higher costs.,real_news
"Simply designating an area as ""for nature"" does not mean it is beneficial for wildlife, researchers find.",real_news
"A date must be set to ""focus minds"" on getting rid of the deadly substance, a Commons committee says.",real_news
The actor testified about his volatile marriage to Amber Heard ahead of cross examination by her lawyers.,real_news
"The makers of a film whose cinematographer was shot dead knew firearm safety rules were not being followed, a report says.",real_news
"A survey of 10,000 British women by retail analyst Kantar has revealed big changes to beauty routines.",real_news
A 91-year-old Holocaust survivor is named among city's reported dead and one of Russia's richest oligarchs decries the war as a 'massacre'.,real_news
The UN says more than 11 million people have fled their homes since the Russian invasion of Ukraine.,real_news
"Russia has shifted most of the focus of its war to eastern Ukraine, aiming to ""liberate"" the region.",real_news
Relatives speak of their pride and fears for the last Ukrainian soldiers defending Mariupol.,real_news
Russian troops have launched a new offensive in the Donbas region in east Ukraine.,real_news
President Putin says the new Sarmat missile is food for thought for those who try to threaten Russia.,real_news
The woman reportedly died in a basement more than 80 years after surviving the city's Nazi occupiers.,real_news
Prince Harry's claims about protecting the Queen make several front pages.,real_news
The BBC gained rare access to Myanmar's jungle training camps where protesters are turned into soldiers.,real_news
A small but growing number of High Street stores are offering customers a glass of wine.,real_news
"Days before France votes on its next president, voters react to the televised debate between Le Pen and Macron.",real_news
The monarch has her likeness committed to plastic in time for her 96th birthday.,real_news
A 19-year-old from South Lanarkshire has a little known condition which constantly affects her vision.,real_news
"Steve Coogan, who will play Jimmy Savile on TV, says his abuse shouldn't be swept ""under the carpet"".",real_news
"The collection of 37 toys sold by a fan of the movie series makes £37,500.",real_news
"The firm needs to sign up new subscribers after losing 200,000 in the first quarter of the year.",real_news
Coco shares her experience of living with albinism in Nigeria.,real_news
The BBC followed overworked delivery riders as they raced against time to take food to customers.,real_news
Sally Evans says it was 'too valuable to eat' after her brother bought it with his first pay packet.,real_news
"As she turns 96, the Queen's sense of humour is hailed as an important, if often hidden, quality.",real_news
MPs are discussing having an investigation into whether the prime minister misled Parliament.,real_news
"Almost all of the UK's Covid rules have ended, two years after they were introduced.",real_news
One community faces relocation to quarantine facilities more than 100 miles (160km) away.,real_news
Award-winning director Audrey Diwan talks about how her own abortion led her to make her new film.,real_news
"Liege-Bastogne-Liege rarely fails to test riders. In its 130th year, a legend of the race looks back on his most remarkable win.",real_news
"The recent theatrical success of movies like KGF 2 and RRR has revived a debate on the ""pan-Indian"" film.",real_news
"Eight months into Taliban rule, the economy and health services have been shattered as funding dries up.",real_news
A derogatory remark during a live broadcast reveals how racism still permeates all sections of society.,real_news
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,real_news
Manchester City restore their one-point advantage over Liverpool at the top of the Premier League with victory over a resolute Brighton.,real_news
Arsenal stunned Chelsea with a 4-2 win at Stamford Bridge to put themselves back on track in the hunt for a Champions League spot after three straight defeats.,real_news
Joe Root is named Wisden's leading cricketer in the world for 2021 while Ollie Robinson is one of the five Cricketers of the Year.,real_news
Four-time champion John Higgins is made to work hard for his 10-7 first-round win over Thepchaiya Un-Nooh at the World Championship in Sheffield.,real_news
"British Olympic cyclist Katie Archibald criticises the inclusion policies of sporting governing bodies, saying transgender athletes must be welcomed without ""sacrificing fairness"".",real_news
"Everton manager Frank Lampard says he hopes Dele Alli's role in the late draw with Leicester can be ""a big starting point for him"" after his January move from Tottenham.",real_news
"Match of the Day pundits Gary Lineker, Alan Shearer and Micah Richards discuss Manchester City's win over Brighton that took them back top of the Premier League.",real_news
One of the last defenders in Mariupol tells the BBC conditions are dire but they won't surrender.,real_news
"Satellite images appear to show more than 200 graves, as Ukraine accuses Russia of mass killings.",real_news
Portuguese prosecutors do not name the person but say they are acting on the request of German authorities.,real_news
But the prime minister is likely to face more questions over Partygate during his final day in India.,real_news
The BBC gets an exclusive look at the upgraded machine helping to overhaul our understanding of the Universe.,real_news
The change in plans for the Earl and Countess of Wessex comes after talks with the island's government.,real_news
"An ""archaeological dig"" of thousands of tumours in the UK has unearthed new patterns in cancer's DNA.",real_news
The supermarket urges people to use their judgement - with best before labels used instead.,real_news
"Depp says she stubbed a cigarette on his face. The court sees a Depp text saying: ""Lets burn Amber!!!""",real_news
UK doctors who treated the patient at a London hospital say persistent infections are still rare.,real_news
"Questions are being asked about a scene in The Kardashians, when Kim's son finds a sex tape ad on Roblox.",real_news
Governor Ron DeSantis has taken aim at Disney over its opposition to the so-called Don't Say Gay bill.,real_news
A new inquiry into whether the PM misled MPs over parties in Downing Street leads several front pages.,real_news
Boris Johnson will be investigated by a Commons committee over claims he misled Parliament.,real_news
How closely have you been paying attention to what's been going on over the past seven days?,real_news
"Has Marine Le Pen's strong views on immigration, the EU and Nato shifted since the last election?",real_news
Thousands of German nationals have migrated to Paraguay to escape Covid restrictions and immigration in Europe.,real_news
The streaming giant is losing subscribers despite huge hits like Squid Game and Bridgerton.,real_news
A selection of the best photos from across Africa and beyond this week.,real_news
The Queen's Guard play an arrangement of Happy Birthday during the Changing of the Guard ceremony.,real_news
"The tours, which are to celebrate the Platinum Jubilee, will run from June to August this summer.",real_news
The appearance of Donald Trump's former lawyer prompted one of the show's judges to walk off.,real_news
The world's first tennis guide and Amy Winehouse's library are also on offer at the NY Antiquarian Book Fair.,real_news
Boris Johnson is hoping to strike a free trade deal with India within months.,real_news
"As Covid continues to spread rapidly, are many people catching Omicron for a second time?",real_news
New Zealand's PM tells the BBC in an exclusive interview she'll work with China where possible.,real_news
Some of the main data used to work out average use is based on use before we worked from home,real_news
"The world's most ambitious free school food programme resumes post pandemic, but problems remain.",real_news
"Stars of Alice Oseman's TV adaptation discuss TikTok, bullying, inclusivity and mental health.",real_news
The nation that has seen economic trauma is open to the possibility of alternative money like Bitcoin.,real_news
"Most Americans support Ukraine - but as the war drives up US petrol prices, is there a limit?",real_news
"Logan Mwangi's mother, stepfather and a 14-year-old are found guilty of murdering the five-year-old.",real_news
Marine Le Pen's last presidential debate was a disaster - but five years on things are different.,real_news
MPs are set to investigate whether the prime minister misled Parliament.,real_news
The prime minister enjoys an enthusiastic welcome abroad as his troubles at home persist.,real_news
Erik ten Hag is Manchester United's fifth permanent manager since Sir Alex Ferguson. BBC Sport looks at the challenges he faces at Old Trafford.,real_news
Burnley produce a fine performance to beat Southampton to give their hopes of Premier League survival a huge boost.,real_news
Former champion Judd Trump overcomes Iranian debutant Hossein Vafaei 10-4 at the World Championship in Sheffield.,real_news
"Russian world number eight Andrey Rublev says Wimbledon's ban on Russian and Belarusian players is ""complete discrimination"".",real_news
"Charles Leclerc says he and Max Verstappen ""hated"" each other at one point when they were younger because of their fierce rivalry.",real_news
Great Britain claim silver in the women's and men's team pursuit as the UCI Track Nations Cup 2022 begins in Glasgow.,real_news
How a young Ukrainian woman travelled into the besieged city of Mariupol to save her parents.,real_news
"Across Ukraine’s Kyiv region, efforts have begun to clear the countless pieces of unexploded ammunition left behind after fierce fighting.",real_news
"Russia's president says the Azovstal steel plant must be sealed off, and satellite images suggest mass graves.",real_news
The World Bank chief says hundreds of millions more people could be pushed into poverty.,real_news
Aiden Aslin and Shaun Pinner were captured last week while defending the Ukrainian city of Mariupol.,real_news
Russia claims to have taken the port city of Mariupol trapping the remaining Ukrainian forces in a steelworks complex,real_news
"Local elections in England, Wales and Scotland, and a general election in Northern Ireland, will happen on 5 May.",real_news
Emmanuel Macron and Marine Le Pen make bitter attacks on each other ahead of Sunday's election.,real_news
"Madeleine has been missing for nearly 15 years - she disappeared, aged three, in Portugal.",real_news
"A year since the first subpostmasters overturned wrongful convictions, most still await a financial settlement",real_news
The youngest child of the Duke and Duchess of Cambridge is pictured playing in the sand.,real_news
Disney's special status allowed it to in effect operate its own municipal government in Florida.,real_news
Assets frozen of charity donating £9m to Queen's hospital and £3m to Prince Charles’s charity.,real_news
Another ferry is found to have issues that need fixing before it can sail again.,real_news
Tesco joins Waitrose and Morrisons in limiting purchases as supplies are hit by the conflict in Ukraine.,real_news
Guns have overtaken car crashes as the leading cause of death among young Americans.,real_news
A senior Russian commander is quoted as saying Moscow plans to take full control of the south and east.,real_news
"ONS officials say they are seeing welcome falls in infection across the UK, but levels remain high.",real_news
"The medication could help millions of UK women with overactive bladders, say experts.",real_news
Boris Johnson suggesting sending tanks to Poland features on several of Saturday's front pages.,real_news
"Harold Messam attends the weekly 5k event, which he completes in under an hour.",real_news
"A selection of striking images from all over the globe, taken in the past seven days.",real_news
Watch the moment a pigeon makes it way into the Crucible at the World Snooker Championship.,real_news
"As the Wessexes cancel their trip, there are demands for an apology from the royals for past abuses.",real_news
The Logan Mwangi murder trial was paused several times when jurors found details distressing.,real_news
"Ukraine showcases its culture at the prestigious arts festival, while protesting against the Russian invasion.",real_news
Tensions are high following several days of violence in and around the al-Aqsa Mosque compound.,real_news
"Misinformation has been targeting not just the candidates, but also the voting process itself.",real_news
"Most people in England no longer get free PCRs or LFTs, and rules vary across the rest of the UK.",real_news
The UN says more than 11 million people have fled their homes since the Russian invasion of Ukraine.,real_news
France keep their Grand Slam hopes alive with a five-try victory over Wales on Friday.,real_news
"Incoming Manchester United manager Erik ten Hag must perform an ""open heart operation"", says interim boss Ralf Rangnick.",real_news
Mark Williams thrashes fellow Welshman Jackson Page 13-3 to reach the quarter-finals of the World Championship in Sheffield.,real_news
Max Verstappen beats Charles Leclerc to pole position for the Emilia Romagna Grand Prix sprint race at Imola.,real_news
Iga Swiatek keeps an excellent run of form going as she beats Great Britain's Emma Raducanu to reach the Stuttgart Open semi-finals.,real_news
"In a true tussle of the boxer versus the brawler, BBC Sport previews the blockbuster bout by speaking to both fighters, former heavyweight champions David Haye and Joseph Parker and boxing trainer Dave Coldwell.",real_news
"In occupied areas of Ukraine, journalists have been assaulted and only pro-Russian news is available.",real_news
"Kyiv's defence force remains on high alert, dug into trenches in case of the return of Russian troops.",real_news
Footage has emerged of more than 20 civilians lying dead along a main road in the city of Mariupol.,real_news
"Officials mention number of dead and missing for the first time, and apparent plans for southern Ukraine are revealed.",real_news
The government launched two schemes to let Ukrainian refugees come to the UK.,real_news
Nato faces one of the biggest challenges in its history with Russia's invasion of Ukraine.,real_news
Fighting intensifies in eastern Ukraine as a Russian commander outlines plan to take full control of the south of the country.,real_news
Voters in France will go to the polls on Sunday to elect a new president.,real_news
"Emmanuel Macron was dismissed as an outsider five years ago. Now, he faces a new challenge: his own record.",real_news
Marine Le Pen has taken France's National Rally to within touching distance of the presidency.,real_news
"French voters have a big choice to make on public services, immigration and foreign policy.",real_news
"After a divisive campaign, Marine Le Pen faces an uphill battle to defeat sitting President Macron.",real_news
David Nott worked in conflict zones around the world - now he's sharing his expertise in Ukraine.,real_news
Parades fill the streets of Brazil's Rio de Janeiro for the first carnival since the pandemic began.,real_news
WBC champion Tyson Fury produces a stunning one-punch stoppage in the sixth round to beat fellow Briton Dillian Whyte and then insists he will retire.,real_news
Four of the 26 people on board are found by rescuers after the vessel sent out a distress signal.,real_news
Ukrainian fighters post a video of civilians who they say have been hiding under a steel plant for weeks.,real_news
It follows reports that officials were fined for a garden party Boris Johnson attended in 2020.,real_news
"The minister, who wants civil servants to stop working from home, left a note saying ""sorry you were out"".",real_news
The health secretary is considering letting an inquiry access a database of young people already treated.,real_news
"Boris Johnson tells Volodymyr Zelensky the UK will provide more armoured vehicles, drones and anti-tank weapons.",real_news
The culture secretary says it is tough seeing people mock her for something beyond her control.,real_news
"Most walkers keep Snowdon clean, but volunteers say a small minority leave rubbish behind.",real_news
"Boris Johnson insists he is delivering for Britain, as the Partygate scandal looms over Downing Street.",real_news
"A Hare Krisha community that calls an island in County Fermanagh its home, is beginning to grow.",real_news
The social media platform has become a battleground as candidates reach out to young voters.,real_news
A selection of striking images from our readers around the world.,real_news
Two cousins are coming to terms with their scars one year on from being burned in an explosion.,real_news
"A Pembrokeshire company says it will stop printing ""Little England beyond Wales"" on its tubs.",real_news
Campaigners take to rivers across the UK in 12 protests against water companies dumping sewage.,real_news
The youngest child of the Duke and Duchess of Cambridge is pictured playing in the sand in Norfolk.,real_news
"Essex student Ella Lambert says there is ""a massive need"" for sanitary pads as the war continues.",real_news
Watch the moment a pigeon makes it way into the Crucible at the World Snooker Championship.,real_news
The woman caught in a Chernihiv school blast had her story on Instagram targeted by pro-Kremlin accounts.,real_news
"Set in one of the coldest and windiest small towns in Australia, Cooma prison holds a dark secret.",real_news
"The Grammy-nominated band's new album addresses a ""lack of acceptance"" towards Irish culture.",real_news
The love story of a couple is being used to reconcile Rwandans 28 years after the genocide.,real_news
BBC News remembers the uprising on the uplands and asks what the next steps are for access rights.,real_news
The Logan Mwangi murder trial was paused several times when jurors found details distressing.,real_news
Defending champion Mark Selby is knocked out of the World Championship by Yan Bingtao after a match featuring the longest frame in Crucible history.,real_news
Gabriel Jesus scores four goals against Watford but Pep Guardiola does not know whether the striker will still be at the club next season.,real_news
Tottenham's hopes of qualifying for the Champions League suffer a setback as they are held to a goalless draw by Brentford.,real_news
Match of the Day pundit Ian Wright looks at how Gabriel Jesus was involved in every goal as Manchester City increase their lead at the top of the table by thumping Watford 5-1 at the Etihad.,real_news
Voters in France will go to the polls on Sunday to elect a new president.,real_news
"French voters have a big choice to make on public services, immigration and foreign policy.",real_news
Footage has emerged of more than 20 civilians lying dead along a main road in the city of Mariupol.,real_news
He triumphs over his far-right rival and becomes the first president to win re-election in 20 years.,real_news
"Macron arrives to jubilant scenes at the Eiffel Tower, while there's disappointment for those gathering with Le Pen.",real_news
"Yuriy Glodan's wife, mother-in-law, and baby were killed in a strike on their apartment block in Odesa.",real_news
"Recent Crown Court cases have taken an average of nine months to complete, BBC investigation finds.",real_news
The ferry firm had asked recently-employed agency workers to sign new contracts with reduced wages.,real_news
"Royalties for live music were down almost 30% last year, but a recovery is on the horizon.",real_news
"Passengers hit by international travel disruption should be better protected, a report concludes.",real_news
"As some Tories join calls for Boris Johnson to quit over partygate, his chairman says it would bring uncertainty.",real_news
"Sir Keir Starmer says the government's response to the crisis so far has been ""utterly woeful"".",real_news
An article suggesting Labour's deputy tries to distract the PM in the Commons is roundly condemned.,real_news
"Luke Symons, 30, was imprisoned without charge in the war-torn Middle Eastern country since 2017.",real_news
Liverpool keep pace with Manchester City at the top of the Premier League as two second-half goals give them a victory that deepens Merseyside rivals Everton's relegation worries.,real_news
Emmanuel Macron's victory in the French presidential election and disquiet among Conservative MPs lead the papers,real_news
When Tom Justice failed to make the Olympics he decided to use his cycling skills to rob banks instead.,real_news
"In the historic Ethiopian town of Lalibela, civil war and Covid-19 have left many without livelihoods.",real_news
The Earl and Countess of Wessex continue their tour with a visit to St Vincent and the Grenadines.,real_news
"Those who have fled the Ukrainian city say people are being held in cramped, unclean, camps.",real_news
The French TV series has been adapted for an English-language audience. Its writer explains why.,real_news
The machines allow the user to see both his or her reflection and a video of an online instructor.,real_news
An experiment to find out has just finished on the International Space Station.,real_news
"Liverpool's recent run of positive results is ""insane"", boss Jurgen Klopp says after they make it 14 Premier League games unbeaten with victory over Everton.",real_news
Tennis player Emma Raducanu wins the Breakthrough of the Year award at the 2022 Laureus World Sports Awards - one of three British winners.,real_news
Barcelona suffer a third home defeat in a row for the first time in a single season with a shock La Liga loss to Rayo Vallecano.,real_news
The government says it will establish an independent regulator in football after endorsing recommendations made in a fan-led review.,real_news
"Match of the Day 2’s Mark Chapman, Micah Richards and Jermaine Jenas praise Liverpool's substitutes in their 2-0 Merseyside Derby win against Everton, particularly Divock Origi.",real_news
Which defender deserves to be trusted more? Who has guts? Who is a dentist doing a surgeon's job? Find out in Garth Crooks' latest Team of the Week.,real_news
"After becoming the first French president re-elected in 20 years, Emmanuel Macron told supporters he was ""the president of all.""",real_news
Marine Le Pen addresses her supporters as she concedes in France's presidential vote.,real_news
"The 44-year-old will now serve for another five years, but he is facing a polarised France.",real_news
"The incumbent, Emmanuel Macron, has secured the largest share of the vote in the presidential election.",real_news
Misleading videos have been viewed by millions as it struggles to deal with so much false material.,real_news
President Zelensky delivers a festive address and a blast survivor is targeted by false accusations.,real_news
David Nott worked in conflict zones around the world - now he's sharing his expertise to help doctors in Ukraine.,real_news
"Mr Musk, who made the shock bid just over a week ago, said he would ""unlock"" the social media firm's potential.",real_news
US Defence Secretary Lloyd Austin says he hopes to see the Russian military depleted in Ukraine.,real_news
Dragons' Den star Deborah Meaden is among business leaders who signed an open letter to ministers.,real_news
Consumer group Which? has written to the Treasury calling for urgent action to protect access to cash.,real_news
The newly-formed Ukrainian Freedom Orchestra is part of the Proms' first full line-up since 2019.,real_news
Mr Depp defends messages sent to fellow actor Paul Bettany saying he would burn his then-girlfriend.,real_news
"Anecdotal evidence suggests spiking is widespread but victims are reluctant to report it, say MPs.",real_news
"Serious violence neared pre-pandemic levels in August, but overall rates were lower, say researchers.",real_news
"One ex-head of a school in Derby said the 100-hour weeks made it the ""loneliest job I've ever done"".",real_news
Campaigners say escorting boats back to France would be inhumane and dangerous.,real_news
North Korea's leader spoke at a military parade which also saw banned missiles displayed.,real_news
Experts say there is mounting evidence that a common virus is linked to these rare cases.,real_news
The remarks came during a meeting between the Earl and Countess of Wessex and the country's PM.,real_news
Elon Musk buying Twitter and the ongoing shortage of hormone replacement drugs lead the papers.,real_news
The actress had been criticised by viewers for overly pursing her lips when playing Michelle Obama.,real_news
"It is one of the only English-speaking nations to have mandatory voting, and people widely support it.",real_news
Women and girls are exposed to sexual violence as private vendors control the water supply in Kenya.,real_news
Stephen Carpenter and Eric Bourne shared their day with the 30 crew of the UK's new polar ship.,real_news
"A year since the death of Folajimi Olubumni-Adewole, friends got his song played on Radio 1Xtra.",real_news
Brazil's famous Carnival returned this year for the first time since the Covid pandemic.,real_news
The billionaire has called for a series of changes from relaxing Twitter's content restrictions to eradicating fake accounts.,real_news
A catalogue of errors appears to have led to the sinking of a boat carrying sightseers off northern Japan.,real_news
Politicians and scientists say they were duped by an organisation making false claims about global warming.,real_news
"The Nationality and Borders Bill, currently being debated in Parliament, has sparked controversy.",real_news
"Claims about Angela Rayner have been dismissed as sexist, but is it a sign of a wider problem in Westminster?",real_news
"It is wholly possible Tyson Fury will retire after beating Dillian Whyte, but he could return for an undisputed clash next year, says BBC Radio 5 Live boxing analyst Steve Bunce.",real_news
BBC Sport looks at all the major narratives at play in the final four of the Champions League.,real_news
Leeds United move five points clear of the Premier League relegation zone following a fiercely contested goalless draw at Crystal Palace.,real_news
Neil Robertson's superb maximum break cannot prevent him from losing a dramatic final-frame decider to Jack Lisowski in the second round of the World Championship.,real_news
"Manchester City need ""two exceptional games"" to overcome Real Madrid and reach the Champions League final, says City boss Pep Guardiola.",real_news
Watch Neil Robertson's 147 break at the 2022 World Snooker Championship second round in under two minutes.,real_news
Liz Kincaid was pulled from Great Britain's gymnastics coaching squad just weeks before the Tokyo Olympics after a serious allegation was made against her.,real_news
A new dementia study has been launched to investigate ways to reduce risk of the disease in former footballers.,real_news
"Ukrainian forces have been holding the line in Donbas since 2014, but what was sporadic fighting has now turned into a full-blown war.",real_news
"A chilling account of a Russian filtration camp and US hopes for Russia to be ""weakened"".",real_news
Fighting intensifies in eastern Ukraine and Russian forces prepare a new assault on the steelworks in Mariupol,real_news
Voters will go to the polls to elect the Northern Ireland Assembly on 5 May.,real_news
"Moscow said 'unfriendly' countries must start paying for its gas in roubles, which Poland refused.",real_news
Foreign Secretary Liz Truss will use a speech to urge Nato to answer calls for heavier armaments.,real_news
A joint investigation by the BBC and the Guardian has uncovered allegations of unwanted sexual behaviour and touching.,real_news
"A report finds ""no-go areas"" for staff and says jails must not provide opportunities for militants.",real_news
"Leaving devices on standby costs the average household two monthly electric bills, research suggests.",real_news
Two journalists were summoned by Sir Lindsay Hoyle to discuss an article about Labour's deputy leader.,real_news
The company says new healthy food rules fail to consider the nutritional value of milk added to cereals.,real_news
The company's Spirit of Britain ferry departed Dover just after 23:00 BST on Tuesday.,real_news
The Trussell Trust charity expects food poverty to worsen in the UK as the cost of living crisis deepens.,real_news
"Five-fold variation seen between areas with highest and lowest rates, government data shows.",real_news
"More research to examine the sex-related differences in asthma is needed, says Asthma and Lung UK.",real_news
Imran Ahmad Khan was part of a panel reviewing a research paper into child sexual exploitation.,real_news
Sexual misconduct claims against DJ Tim Westwood and calls for help to cut household costs lead the papers.,real_news
A photo of a street food vendor has won Pink Lady Food Photographer of the Year 2022.,real_news
Ukrainian players from Dynamo Kyiv and Borussia Dortmund speak about being away from loved ones.,real_news
Conchita Wurst won the Eurovision Song Contest in 2014. How does she rate Sam Ryder's chances?,real_news
In May 1972 five children were killed when the Big Dipper in Battersea Park crashed.,real_news
Joel Remy-Parkes of kids tableware company Bamboo Bamboo shares his business advice for CEO Secrets.,real_news
"Ann Kendrick, from Looe, Cornwall, said she never expected to see the ring again.",real_news
"Some said the network got off to an ""impressive start,"" but others said it was ""mind-numbingly boring"".",real_news
"Pictures show thick plumes of smoke and flames rising from the building in Harlow, Essex.",real_news
Women and girls are exposed to sexual violence as private vendors control the water supply in Kenya.,real_news
"A sign for David Oluwale, who was chased to his death by police, goes missing after its unveiling.",real_news
Brazil's famous Carnival returned this year for the first time since the Covid pandemic.,real_news
First-time voter James Lamb is a descendant of one of 200 men who walked 300 miles for jobs.,real_news
"Imports of cheaper Russian oil by India are rising, despite calls for Delhi to help isolate Russia economically.",real_news
"The stone head the Canaanite goddess of beauty, love and war is unearthed in a Khan Younis field.",real_news
"With the polls encouraging for Sinn Féin, the party is aiming for a historic result in May's election.",real_news
"After the billionaire struck a deal to buy the site, speculation has begun over what the future holds.",real_news
"Claims about Angela Rayner have been dismissed as sexist, but is it a sign of a wider problem in Westminster?",real_news
"The Nationality and Borders Bill, currently being debated in Parliament, has sparked controversy.",real_news
BBC Sport looks at all the major narratives at play in the final four of the Champions League.,real_news
Six-time champion Ronnie O'Sullivan extends his lead to 11-5 over Stephen Maguire in their World Championship quarter-final.,real_news
Arsenal and Netherlands striker Vivianne Miedema talks MOTDx through her football journey from Hoogeveen to history.,real_news
BBC Sounds podcast 'Wunderkids' is building football's most exciting young XI - the focus of episode 11 is Borussia Dortmund striker Youssoufa Moukoko.,real_news
Emma Raducanu has split from coach Torben Beltz after only five months.,real_news
"PSG hopeful over Mbappe deal, Man Utd plan to open David de Gea contract talks, Kounde keen on Chelsea move, plus more.",real_news
Ros Atkins looks why Nato’s border with Russia looks likely to expand significantly.,real_news
The UN says more than 11 million people have fled their homes since the Russian invasion of Ukraine.,real_news
A statue that once represented friendship between the two countries is pulled down in Kyiv.,real_news
"Ukraine is pushing up prices of commodities including food, cotton and energy, the World Bank says.",real_news
Yogita Limaye visits a Ukrainian village on the border of Russia and Belarus that has been torn apart by war.,real_news
Heavy shelling by Russian forces is continuing along the 300-mile front line in the Donbas region but Ukrainian resistance is limiting their gains.,real_news
Nato faces one of the biggest challenges in its history with Russia's invasion of Ukraine.,real_news
"Russia's president says any nation meddling in the Ukraine war will face a ""lightning-fast"" response.",real_news
"Western allies must ""double down"" in their support for Ukraine, the UK's foreign secretary says.",real_news
A Welsh MP alleges a shadow cabinet member made lewd and sexist comments about her.,real_news
